	date	state	school	type_school	death	suicide	number_victims	reliability	category	address	lat	lon
1190	2016-10-15	GA	Benjamin E. Mays High School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	Benjamin E. Mays High School, Atlanta, GA, United States	33.73413	-84.5038407
1191	2016-10-18	CA	June Jordan High School for Equity	K-12	0	0.0	0	2.0	Gang-related	June Jordan High School for Equity, San Francisco, CA, United States	37.7193732	-122.4248772
1192	2016-10-25	UT	Union Middle School	K-12	0	0.0	0	2.0	Escalation of Dispute	Union Middle School, Sandy, UT, United States	40.6070561	-111.8744463
1193	2016-11-02	CO	Grand Junction High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Grand Junction High School, Grand Junction, CO, United States	39.08029399999999	-108.5632142
1194	2016-11-03	CO	Berthoud High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Berthoud High School, Berthoud, CO, United States	40.29891	-105.0865215
1195	2016-11-11	MI	Bay City Western High School	K-12	0	0.0	0	2.0	Accidental	Bay City Western High School, Auburn, MI, United States	43.6049505	-84.0782016
1196	2016-11-17	MN	Crossroads Elementary School	K-12	0	0.0	0	3.0	Accidental	Crossroads Elementary School, St. Paul, MN, United States	44.970808	-93.12288199999999
1197	2016-12-01	UT	Mueller Park Junior High School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	Mueller Park Junior High School, Bountiful, UT, United States	40.8723846	-111.8611858
1198	2016-12-09	NV	Hug High School	K-12	0		0	3.0	Officer Involved Shooting	Hug High School, Reno, NV, United States	39.5551599	-119.7972747
1199	2016-12-09	MO	Bayless High School	K-12	0	0.0	0	5.0	Escalation of Dispute	Bayless High School, St. Louis, MO, United States	38.5521111	-90.3014565
1200	2017-01-10	AL	Alexander City Middle School	K-12	0	0.0	0	2.0	Accidental	Alexander City Middle School, Alexander City, AL, United States	32.9452457	-85.94867169999999
1201	2017-01-17	FL	Franklin County Elementary School	K-12	0	0.0	0	2.0	Accidental	Franklin County Elementary School, Eastpoint, FL, United States	29.7434142	-84.8756472
1202	2017-01-20	OH	West Liberty-Salem High School	K-12	0	0.0	0	5.0	Indiscriminate Shooting	West Liberty-Salem High School, West Liberty, OH, United States	40.21597999999999	-83.754573
1203	2017-01-27	SC	South Aiken High School	K-12	0	0.0	0	2.0	Escalation of Dispute	South Aiken High School, Aiken, SC, United States	33.52191639999999	-81.7127986
1204	2017-02-06	LA	Scotlandville Magnet High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Scotlandville Magnet High School, Baton Rouge, LA, United States	30.5338936	-91.17598500000001
1205	2017-02-18	MN	Maplewood Middle School	K-12	1	1.0	1	2.0	Suicide/Attempted	Maplewood Middle School, Maplewood, MN, United States	44.9982598	-92.99906399999999
1206	2017-03-21	CA	King City High School	K-12	0	0.0	0	2.0	Gang-related	King City High School, King City, CA, United States	36.2095234	-121.1342819
1207	2017-03-28	PA	Linton Middle School	K-12	1	0.0	1	3.0	Robbery	Linton Middle School, Penn HIlls, PA, United States	40.48101339999999	-79.8131504
1208	2017-04-10	CA	North Park Elementary School	K-12	1	1.0	3	2.0	Murder/Suicide	North Park Elementary School, San Bernardino, CA, United States	34.1792964	-117.301319
1209	2017-04-15	OK	Booker T. Washington High School	K-12	1	0.0	1	2.0	Unknown	Booker T. Washington High School, Tulsa, OK, United States	36.1887559	-95.9708218
1210	2017-05-15	LA	Moss Bluff Elementary School	K-12	0	0.0	0	2.0	Accidental	Moss Bluff Elementary School, Lake Charles, LA, United States	30.2994839	-93.2033544
1211	2017-05-23	TX	Kerbyville High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Kerbyville High School, Kirbyville, TX, United States	30.6485512	-93.8967656
1212	2017-05-24	NE	McMillan Middle School	K-12	1	0.0	1	3.0	Robbery	McMillan Middle School, Omaha, NE, United States	41.3183172	-95.9702145
1213	2017-05-24	AL	Greensboro High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Greensboro High School, Greensboro, AL, United States	32.7079616	-87.5882996
1214	2017-06-16	IL	Warren Elementary School	K-12	0	0.0	0	2.0	Gang-related	Warren Elementary School, Chicago, IL, United States	41.7277223	-87.57500800000001
1215	2017-06-22	SC	Wilson High School	K-12	0	0.0	0	2.0	Accidental	Wilson High School, Florence, SC, United States	34.2196763	-79.73121429999999
1216	2017-07-19	WI	Hickman Academy Preparatory School	K-12	0	0.0	0	2.0	Escalation of Dispute	Hickman Academy Preparatory School, Milwaukee, WI, United States	43.08978810000001	-87.99262790000002
1217	2017-07-21	UT	Spanish Fork High School	K-12	1	1.0	1	2.0	Escalation of Dispute	Spanish Fork High School, Spanish Fork, UT, United States	40.1110631	-111.6604898
1218	2017-08-17	GA	Lithia Spring High	K-12	0	1.0	0	2.0	Suicide/Attempted	Lithia Spring High, Lithia Springs, GA, United States	33.7939953	-84.6604899
1219	2017-09-08	AR	North Little Rock High School	K-12	0	0.0	0	2.0	Unknown	North Little Rock High School, North Little Rock, AR, United States	34.7760588	-92.2680571
1220	2017-09-08	OH	Columbus Scioto 6-12	K-12	0	0.0	0	2.0	Mental Health	Columbus Scioto 6-12, Columbus, OH, United States	39.9015268	-82.99680579999999
1221	2017-09-13	WA	Freeman High School	K-12	1	0.0	1	5.0	Indiscriminate Shooting	Freeman High School, Rockford, WA, United States	47.5200002	-117.1963944
1222	2017-09-20	IL	Mattoon High School	K-12	0	0.0	0	4.0	Bullying	Mattoon High School, Mattoon, IL, United States	39.4736535	-88.3859982
1223	2017-09-29	MO	Lees Summit North High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Lees Summit North High School, Lees Summit, MO, United States	38.9289881	-94.3777698
1224	2017-09-29	CA	Sun Valley High School	K-12	0	0.0	0	2.0	Unknown	Sun Valley High School, Los Angeles, CA, United States	34.2353606	-118.3974749
1225	2017-09-30	PA	Purchase Line Elementary School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Purchase Line Elementary School, Commodore, PA, United States	40.7352998	-78.91215480000001
1226	2017-11-03	MI	Pattengill Academy	K-12	0	0.0	0	2.0	Accidental	Pattengill Academy, Lansing, MI, United States	42.7397979	-84.52471779999999
1227	2017-11-09	GA	Benjamin Banneker High School	K-12	0	0.0	0	2.0	Accidental	Benjamin Banneker High School, College Park, GA, United States	33.5907246	-84.5193255
1228	2017-11-10	GA	Lakeview Academy	K-12	0	0.0	0	2.0	Accidental	Lakeview Academy, Milledgeville, GA, United States	33.090509	-83.264271
1229	2017-11-14	CA	Rancho Tehama Elementary School	K-12	1	1.0	6	5.0	Illegal Drug Related	Rancho Tehama Elementary School, Rancho Tehama Reserve, CA, United States	40.0187733	-122.3930923
1230	2017-11-14	FL	Lake Minneola High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Lake Minneola High School, Minneola, FL, United States	28.5808852	-81.71978349999999
1231	2017-11-17	TN	North Side High School	K-12	0	0.0	0	2.0	Unknown	North Side High School, Jackson, TN, United States	35.6922572	-88.8280262
1232	2017-11-23	CO	Manual High School	K-12	0	0.0	0	2.0	Gang-related	Manual High School, Denver, CO, United States	39.7556641	-104.9666401
1233	2017-11-28	CA	Booksin Elementary School	K-12	0		0	3.0	Intentional Property Damage	Booksin Elementary School, San Jose, CA, United States	37.2883241	-121.9057206
1234	2017-11-29	OH	Bath High School	K-12	0	0.0	0	2.0	Accidental	Bath High School, Lima, OH, United States	40.77300959999999	-84.0522585
1235	2017-11-30	VA	Salem High School	K-12	1	1.0	1	3.0	Suicide/Attempted	Salem High School, Virginia Beach, VA, United States	36.7827184	-76.143682
1236	2017-12-07	NM	Aztec High School	K-12	1	1.0	3	5.0	Indiscriminate Shooting	Aztec High School, Aztec, NM, United States	36.820791	-107.9907369
1237	2017-12-11	NC	High Point Central High School	K-12	0	0.0	0	2.0	Gang-related	High Point Central High School, High Point, NC, United States	35.95704449999999	-80.0212276
1238	2017-12-12	TX	Sam Rayburn High School	K-12	0	0.0	0	2.0	Accidental	Sam Rayburn High School, Pasadena, TX, United States	29.677453	-95.18246529999999
1239	2017-12-14	TX	Elisha M. Pease Elementary School	K-12	0	0.0	0	2.0	Accidental	Elisha M. Pease Elementary School, Dallas, TX, United States	32.6978403	-96.7733238
1240	2017-12-19	MI	Beecher High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Beecher High School, Beecher, MI, United States	43.0984267	-83.71533889999999
1241	2017-12-27	CA	Lincoln Elementary School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Lincoln Elementary School, Lancaster, CA, United States	34.6829523	-118.1038675
1242	2017-12-31	LA	Edna Karr High School	K-12	1	0.0	2	2.0	Escalation of Dispute	Edna Karr High School, Algiers, LA, United States	29.9201583	-90.0045882
1243	2017-12-31	WA	Pinewood Elementary School	K-12	0	0.0	0	2.0	Intentional Property Damage	Pinewood Elementary School, Marysville, WA, United States	48.07287119999999	-122.1608785
1244	2018-01-04	WA	New Start High School	K-12	0		0	2.0	Intentional Property Damage	New Start High School, Seattle, WA, United States	47.4961671	-122.3424947
1245	2018-01-05	IA	Forest City School Bus	K-12	0		0	4.0	Intentional Property Damage	Forest City School Bus, Forest City, IA, United States	43.2658585	-93.6484651
1246	2018-01-09	AZ	Coronado Elementary School	K-12	1	1.0	1	2.0	Suicide/Attempted	Coronado Elementary School, Sierra Vista, AZ, United States	31.4756376	-110.1955773
1247	2018-01-16	VT	Montpelier High School	K-12	1		1	2.0	Officer Involved Shooting	Montpelier High School, Montpelier, VT, United States	44.2606797	-72.58666199999999
1248	2018-01-22	TX	Italy High School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Italy High School, Italy, TX, United States	32.1809156	-96.87855719999999
1249	2018-01-22	LA	NET Charter High School	K-12	0	0.0	0	2.0	Gang-related	NET Charter High School, New Orleans, LA, United States	30.0273903	-90.0513167
1250	2018-01-23	KY	Marshall County High School	K-12	1	0.0	2	3.0	Indiscriminate Shooting	Marshall County High School, Benton, KY, United States	36.9128027	-88.3327633
1251	2018-01-25	AL	Murphy High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Murphy High School, Mobile, AL, United States	30.682838	-88.08663039999999
1252	2018-01-26	MI	Dearborn High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Dearborn High School, Dearborn, MI, United States	42.3087957	-83.26171099999999
1253	2018-01-31	PA	Lincoln High School	K-12	1	0.0	1	2.0	Gang-related	Lincoln High School, Philadelphia, PA, United States	40.0442037	-75.0419129
1254	2018-02-01	CA	Salvador B. Castro Middle School	K-12	0	0.0	0	2.0	Accidental	Salvador B. Castro Middle School, Los Angeles, CA, United States	34.06128169999999	-118.2629132
1255	2018-02-05	MN	Harmony Learning Center	K-12	0	0.0	0	2.0	Accidental	Harmony Learning Center, Maplewood, MN, United States	45.021273	-93.0174907
1256	2018-02-05	MD	Oxon Hill High School	K-12	0	0.0	0	4.0	Robbery	Oxon Hill High School, Oxon Hill, MD, United States	38.797249	-76.993634
1257	2018-02-08	NY	The Metropolitan HIgh School	K-12	0	0.0	0	2.0	Unknown	The Metropolitan HIgh School, New York, NY, United States	40.827337	-73.8974331
1258	2018-02-09	TN	Peal-Cohn High School	K-12	0	0.0	0	2.0	Gang-related	Peal-Cohn High School, Nashville, TN, United States	36.1643234	-86.8149392
1259	2018-02-14	FL	Marjory Stoneman Douglas High School	K-12	1	0.0	17	4.0	Indiscriminate Shooting	Marjory Stoneman Douglas High School, Parkland, FL, United States	26.304503	-80.26945700000002
1260	2018-02-15	FL	North Broward Preparatory School	K-12	0		0	2.0	Officer Involved Shooting	North Broward Preparatory School, Coconut Creek, FL, United States	26.3264542	-80.1824127
1261	2018-02-20	OH	Jackson Memorial Middle School	K-12	1	1.0	1	4.0	Indiscriminate Shooting	Jackson Memorial Middle School, Massillon, OH, United States	40.8671021	-81.4864226
1262	2018-02-26	WA	Oakland High School	K-12	0	0.0	0	2.0	Accidental	Oakland High School, Tacoma, WA, United States	47.23008069999999	-122.4856235
1263	2018-02-28	GA	Dalton High School	K-12	0	0.0	0	2.0	Mental Health	Dalton High School, Dalton, GA, United States	34.7794315	-84.9860094
1264	2018-03-05	MO	Kingston High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Kingston High School, Cadet, MO, United States	38.06802649999999	-90.7453537
1265	2018-03-07	AL	Huffman High School	K-12	1	0.0	1	2.0	Accidental	Huffman High School, Birmingham, AL, United States	33.6112208	-86.6831918
1266	2018-03-09	KY	Frederick Douglass High School	K-12	0	0.0	0	2.0	Accidental	Frederick Douglass High School, Lexington, KY, United States	38.0395314	-84.4357461
1267	2018-03-13	CA	Seaside High School	K-12	0	0.0	0	2.0	Accidental	Seaside High School, Seaside, CA, United States	36.6247147	-121.837884
1268	2018-03-13	VA	George Washington Middle School	K-12	0	0.0	0	2.0	Accidental	George Washington Middle School, Alexandria, VA, United States	38.8158603	-77.0554569
1269	2018-03-16	MT	Big Sky High School	K-12	0	0.0	0	2.0	Self Defense	Big Sky High School, Missoula, MT, United States	46.8504398	-114.0577609
1270	2018-03-19	VA	Douglass Park Elementary School	K-12	0	0.0	0	2.0	Accidental	Douglass Park Elementary School, Portsmouth, VA, United States	36.8183149	-76.3393191
1271	2018-03-20	MD	Great Mills High School	K-12	1	1.0	2	2.0	Murder/Suicide	Great Mills High School, Great Mills, MD, United States	38.2474355	-76.48741749999999
1272	2018-03-28	MS	Eupora High School	K-12	0	0.0	0	2.0	Illegal Drug Related	Eupora High School, Eupora, MS, United States	33.5432173	-89.2742085
1273	2018-04-09	NY	Gloversville Middle School	K-12	0	0.0	0	2.0	Escalation of Dispute	Gloversville Middle School, Gloversville, NY, United States	43.0529635	-74.3640392
1274	2018-04-12	MO	Rayton South Middle School	K-12	0	0.0	0	2.0	Unknown	Rayton South Middle School, Rayton, MO, United States	38.9727951	-94.489986
1275	2018-04-19	MI	Jackson High School	K-12	0	0.0	0	2.0	Unknown	Jackson High School, Jackson, MI, United States	42.2497577	-84.4184976
1276	2018-04-20	FL	Forest High School	K-12	0	0.0	0	2.0	Indiscriminate Shooting	Forest High School, Ocala, FL, United States	29.1428356	-82.0673453
1277	2018-04-23	GA	Benjamin E. Mays High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Benjamin E. Mays High School, Atlanta, GA, United States	33.73413	-84.5038407
1278	2018-05-03	TN	Waynesboro Elementary School	K-12	0	0.0	0	2.0	Accidental	Waynesboro Elementary School, Waynesboro, TN, United States	35.3084288	-87.7611048
1279	2018-05-03	SD	Enemy Swim Day School	K-12	0	0.0	0	3.0	Unknown	Enemy Swim Day School, Waubay, SD, United States	45.4253613	-97.2934787
1280	2018-05-11	CA	Highland High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Highland High School, Palmdale, CA, United States	34.5922192	-118.1755487
1281	2018-05-16	IL	Dixon High School	K-12	0	0.0	0	3.0	Bullying	Dixon High School, Dixon, IL, United States	41.8466269	-89.4891669
1282	2018-05-17	MO	Central High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Central High School, Kansas City, MO, United States	39.06676300000001	-94.541744
1283	2018-05-18	TX	Santa Fe High School	K-12	1	0.0	10	5.0	Indiscriminate Shooting	Santa Fe High School, Santa Fe, TX, United States	29.3922268	-95.14242
1284	2018-05-18	GA	Mount Zion High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Mount Zion High School, Atlanta, GA, United States	33.5546797	-84.3105643
1285	2018-05-21	GA	Beaverbrook Elementary School	K-12	0	0.0	0	2.0	Unknown	Beaverbrook Elementary School, Griffin, GA, United States	33.321488	-84.295559
1286	2018-05-25	IN	Noblesville West Middle School	K-12	0	0.0	0	4.0	Indiscriminate Shooting	Noblesville West Middle School, Noblesville, IN, United States	40.077283	-86.03118800000001
1287	2018-06-01	TX	McKinney North High School	K-12	1	1.0	1	2.0	Suicide/Attempted	McKinney North High School, McKinney, TX, United States	33.2306807	-96.642534
1288	2018-06-15	OH	Valley Elementary School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Valley Elementary School, Beaver Creek, OH, United States	39.7178653	-84.0707338
1289	2018-06-17	OR	Grant High School	K-12	1	0.0	1	2.0	Unknown	Grant High School, Portland, OR, United States	45.53905109999999	-122.6268374
1290	2018-06-21	TX	Skyline High School	K-12	0	0.0	0	2.0	Unknown	Skyline High School, Dallas, TX, United States	32.7805044	-96.69004629999999
1291	2018-06-24	MT	Sentinel High School	K-12	0	0.0	0	3.0	Illegal Drug Related	Sentinel High School, Missoula, MT, United States	46.8471045	-114.0095543
1292	2018-06-25	MO	Fulton Elementary School	K-12	0	0.0	0	2.0	Robbery	Fulton Elementary School, Springfield, MO, United States	37.2188117	-93.3197647
1293	2018-07-01	TN	Raineshaven Elementary School	K-12	1	0.0	1	2.0	Unknown	Raineshaven Elementary School, Memphis, TN, United States	35.0236537	-90.04978729999999
1294	2018-07-03	KS	Sunrise Point Elementary School	K-12	1	0.0	1	2.0	Escalation of Dispute	Sunrise Point Elementary School, Overland, KS, United States	38.8435107	-94.6378824
1295	2018-07-11	OH	Milkovich Middle School	K-12	1	0.0	1	3.0	Escalation of Dispute	Milkovich Middle School, Maple Heights, OH, United States	41.41493579999999	-81.5401014
1296	2018-07-17	WV	Hurricane High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Hurricane High School, Hurricane, WV, United States	38.4377203	-82.0057994
1297	2018-07-19	WA	West Valley Middle School	K-12	1	0.0	1	2.0	Unknown	West Valley Middle School, Yakima, WA, United States	46.5790038	-120.6089187
1298	2018-08-04	MD	Edgewood High School	K-12	1	0.0	1	2.0	Unknown	Edgewood High School, Edgewood, MD, United States	39.4221685	-76.2860865
1299	2018-08-17	FL	Palm Beach Central High School	K-12	0	0.0	0	3.0	Escalation of Dispute	Palm Beach Central High School, Wellington, FL, United States	26.652448	-80.179552
1300	2018-08-24	FL	Raines High School	K-12	1	0.0	1	4.0	Escalation of Dispute	Raines High School, Jacksonville, FL, United States	30.3822126	-81.7092892
1301	2018-08-24	IL	Metro East Lutheran High School	K-12	0	0.0	0	2.0	Gang-related	Metro East Lutheran High School, Chicago, IL, United States	38.7876032	-89.9688781
1302	2018-08-28	CO	Cole Middle School	K-12	0	0.0	0	3.0	Gang-related	Cole Middle School, Denver, CO, United States	39.7626269	-104.9691745
1303	2018-08-29	DE	Towne Point Elementary School	K-12	1	0.0	1	3.0	Domestic w/ Targeted Victim	Towne Point Elementary School, Dover, DE, United States	39.1781352	-75.5217558
1304	2018-08-30	NC	Villa Heights Elementary School	K-12	0	0.0	0	4.0	Domestic w/ Targeted Victim	Villa Heights Elementary School, Charlotte, NC, United States	35.2367612	-80.8126726
